text,intent
What are today's travel advisories?,travel_alert
Can you list the places that there are travel alerts for?,travel_alert
Where are there current travel alerts?,travel_alert
Is there a travel alert for [country]?,travel_alert
If i got to indonesia is it safe?,travel_alert
I am thinking of going to brazil and was wondering if that is hazardous?,travel_alert
Would it be safe to go to columbia?,travel_alert
Is mexico a safe place?,travel_alert
What potential hazards are there for going to spain?,travel_alert
Does a travel alert exist for that country?,travel_alert
Inform me if there's a travel alert for the country?,travel_alert
Does the country have a travel alert?,travel_alert
I'd like to see if there's a travel alert for the country?,travel_alert
Can you tell me if there's a travel alert for that country?,travel_alert
Any travel alerts for south korea?,travel_alert
Are there travel alerts for europe?,travel_alert
What are the currect travel alerts in africa?,travel_alert
Can i safely travel to brazil?,travel_alert
Does japan have any travel alerts i should be aware of?,travel_alert
Is there travel alerts for greece?,travel_alert
How safe is it to travel to germany?,travel_alert
Is it safe to travel to china?,travel_alert
Is it safe to fly to russia?,travel_alert
Does france have any travel alerts i should be aware of?,travel_alert
Look for travel alerts for china?,travel_alert
Does south korea have any travel alerts i should be aware of?,travel_alert
Is it dangerous to travel to mexico?,travel_alert
Any travel alerts for canada?,travel_alert
Any travel alerts for that country i should know about?,travel_alert
Are there any travel alerts in that region?,travel_alert
I need to know the travel alerts for kenya?,travel_alert
Any alerts for travelers to canada?,travel_alert
Should i be worried about any travel alerts for that country?,travel_alert
Look up travel alerts for canada?,travel_alert
Is there a travel alert for that country?,travel_alert
Find if there are any travel alerts for canada?,travel_alert
Search for any travel alerts for canada?,travel_alert
Does kenya have any travel alerts right now?,travel_alert
Check travel alerts for kenya?,travel_alert
Do i need to read any travel alerts for kenya?,travel_alert
Search for travel alerts for kenya?,travel_alert
How do i put in a pto request for the first to the ninth?,pto_request
Am i allowed to put in a pto request for now to april?,pto_request
Is there a time i can put in a pto request for dec 2 to new years?,pto_request
When can i put a pto request in for feb 22 to march 1?,pto_request
I need a pto request on march 1 to 2?,pto_request
On march 1-2 i want a pto request made for me?,pto_request
Schedule a pto request for me on march 1-2?,pto_request
For march 1 to 2 make a pto request for me?,pto_request
I want to schedule a pto request on march 1-2?,pto_request
"Between october 7th and october 10th, i'd like for there to be a pto request for me?",pto_request
I need a pto request for the dates jan 15th to jan 20th?,pto_request
Let's do a personal pto request for the dates may 12th to may 15th?,pto_request
Can you set up a pto request for me for march 20th to april 12th?,pto_request
I'd like for their to be a pto request for me made for the dates june 4th to june 8th?,pto_request
I'd like to go on vacation?,pto_request
Create a pto request for march 21st to march 26th?,pto_request
I need to put in a pto request from the 8th to the 17th of january?,pto_request
Can you put in a pto request for the 5th of june to june 8th?,pto_request
"From december 22nd to the 25th, make me a pto request?",pto_request
I need a pto request put in for the weekend of june 1st to june 2nd?,pto_request
How do i schedule vacation days?,pto_request
Put in a pto request for march 4 to march 6?,pto_request
I need to put in a pto request for march 4 to march 6?,pto_request
How do i use my vacation days?,pto_request
How do i put in for vacation?,pto_request
How can i schedule a vacation request?,pto_request
Can you put in a pto request for march 4 to march 6 for me?,pto_request
Put in for time off march 4 to march 6?,pto_request
Where do i make a vacation request?,pto_request
Can i take pto form march 4 to march 6?,pto_request
May i take a pto on february 7 and 8?,pto_request
Please tell me how to submit a vacation request?,pto_request
"Can i take a pto for two days, starting on february 7?",pto_request
I would like to know how to make a vacation request?,pto_request
Please tell me how to go about asking for a vacation?,pto_request
Can you tell me how to make a vacation request?,pto_request
I would like to request a pto on february 7 and 8?,pto_request
I would like to take a paid time off for february 7 and 8?,pto_request
Would you be able to tell me how to make a vacation request?,pto_request
"Is it possible for me to take a pto for two days, starting february 7?",pto_request
I want to put in a request for pto from may 5 to may 12?,pto_request
I want you to make me a pto request for me for april twenty through may two?,pto_request
I want to request pto from november 7 to 11?,pto_request
How can i request a vacation from work?,pto_request
How do i request vacation time?,pto_request
What do i need to do to request vacation time off?,pto_request
Can you put in a pto request for me for july second and third?,pto_request
What do i need to do if i want to ask for vacation time?,pto_request
Put in a pto request for me i want it for the ninth and the tenth of august?,pto_request
How do i ask to have a vacation?,pto_request
Can you schedule a vacation for next week?,pto_request
I'd like to make a vacation request?,pto_request
What do i do to request a vacation?,pto_request
How can i make a vacation request?,pto_request
How do i book a vacation?,pto_request
What is the process for requesting a vacation?,pto_request
"I want to schedule a vacation, can i request that through you?",pto_request
Can i put in a vacation request with you?,pto_request
